candidate_id,company_name,company_domain,company_website,linkedin_url,recency_bucket,stage_bucket,ground_truth_stage,ground_truth_announced_on,ground_truth_amount,ground_truth_currency,ground_truth_total_raised,official_source_url,official_source_kind,official_source_publisher,official_published_at,evidence_confidence,evidence_quote,review_status
transition_3ebf7c03347a316bd5e8a67a548b40cd,"KinetiTec, Inc.",kinetitec.com,kinetitec.com,https://www.linkedin.com/company/kinetitec,31_90_days,early,pre_seed,2026-06-05,475000,USD,,https://boomerang.vc,investor_announcement,Boomerang Ventures,2026-06-05,high,"Boomerang Ventures has made a strategic pre-seed investment in KinetiTec... The investment represents a significant portion of KinetiTec's $1 million pre-seed round, with $475K committed to date.",research_confirmed_pending_human_validation
transition_3f2a79335e0856b6eeedf00ed49e65a3,Wellbees,wellbees.co,wellbees.co,https://www.linkedin.com/company/wellbeesapp,8_30_days,series_a,series_a,2026-06-22,3600000,USD,,https://world.einnews.com/pr_news/920697417/wellbees-raises-3-6m-series-a-led-by-qatar-development-bank-to-accelerate-gulf-expansion,company_issued_wire,EIN Presswire,2026-06-22,high,"Wellbees, an enterprise-focused, AI-powered employee wellbeing platform... today announced it has raised a $3.6 million Series A investment round led by Qatar Development Bank (QDB).",research_confirmed_pending_human_validation
transition_422ddc9d0a5a406ab693de16c0bd4a80,Live Story,livestory.io,livestory.io,https://www.linkedin.com/company/live-story,3_24_months,early,seed,2025-07-11,2700000,EUR,,https://www.businesswire.com,company_issued_wire,Business Wire,2025-07-11,high,"Live Story, the tech company founded by Stefano Mocellini, has closed a €2.7 million seed round led by Vertis, one of Italy's leading early-growth venture capital firms.",research_confirmed_pending_human_validation
transition_432caf56398075976559e98af192947e,Klinic,klinic.com,klinic.com,https://www.linkedin.com/company/kliniccare,31_90_days,series_a,series_a,2026-06-08,24000000,USD,,https://www.sec.gov/edgar/search/#/q=%2522Klinic%2520Inc.%2522,regulatory_filing,U.S. Securities and Exchange Commission,2026-06-05,high,"A Form D filed with the SEC on June 5, 2026, confirms Klinic Inc. secured $24 million in an equity financing round.",research_confirmed_pending_human_validation
transition_436fa68c47a300d9772817a4b19cd318,Cardinal Action Cams,cardinalactioncams.com,cardinalactioncams.com,https://www.linkedin.com/company/cardinalactioncams,8_30_days,early,,2026-06-26,7500,USD,,http://archive.fast-edgar.com/20260626/AW22922MZ222L222222N22O2MUAHGD223282,regulatory_filing,Securities and Exchange Commission,2026-06-26,high,"FORM D Notice of Exempt Offering of Securities for Cardinal Action Cams, Inc., filed June 26, 2026, indicating an amount sold of $7.5k.",research_confirmed_pending_human_validation
transition_43fe5fa965bacc18a0c0746713fb9fba,Nano-Core Chip | 微纳核芯,nanocorechip.com,nanocorechip.com,https://www.linkedin.com/company/nanocorechip,31_90_days,series_b,series_b,2026-06-13,,CNY,1000000000,https://www.nanocorechip.com/,company_newsroom,Nano-Core Chip,2026-06-17,high,6月13日，杭州存算一体AI芯片创企微纳核芯宣布完成B3轮和B4轮融资，B轮系列融资总额超过10亿元。,research_confirmed_pending_human_validation
transition_443d12711d10bf847d07ed5d5c7fe319,Meanwhile,meanwhile.bm,meanwhile.bm,https://www.linkedin.com/company/meanwhileinc,3_24_months,series_b,,2025-10-07,82000000,USD,,https://www.businesswire.com/news/home/20251007000000/en/Meanwhile-the-First-Regulated-Bitcoin-Life-Insurer-Raises-82M,company_issued_wire,Business Wire,2025-10-07T00:00:00Z,high,Meanwhile today announced it has raised $82 million in new capital to meet growing demand from individuals seeking to protect their families and established financial institutions,research_confirmed_pending_human_validation
transition_44f7f3224c7b3f2b3fc6e7d5674d5d57,ReForest Latam,reforest-latam.com,reforest-latam.com,https://www.linkedin.com/company/reforest-latam,8_30_days,early,,2026-06-24,,,,https://mercycorpsventures.com,investor_announcement,Mercy Corps Ventures,2026-06-24,medium,"ReForest Latam is building a technology-enabled restoration platform that combines biotech innovation, AI, and drone deployment to restore landscapes at scale. Learn Why We Invested in this climate resilience solution.",research_confirmed_pending_human_validation
transition_45f6a69fe91824ab8058d15e6342f715,StimScience,somneesleep.com,somneesleep.com,https://www.linkedin.com/company/stimscience,3_24_months,early,seed,2025-06-10,10000000,USD,,https://www.businesswire.com/news/home/20250610843209/en/,company_issued_wire,Business Wire,2025-06-10T00:00:00Z,high,Somnee – the leader in sleep technology delivering pioneering AI-powered neurotech and software – today announced it has raised $10 million in a seed extension round.,research_confirmed_pending_human_validation
transition_45fef6e91a45d3ee7f3be9d3b99ed225,"Disa Technologies, Inc.",disausa.com,disausa.com,https://www.linkedin.com/company/disa-technologies,31_90_days,series_a,venture,2026-04-30,33000000,USD,83000000,,company_issued_wire,PR Newswire,2026-04-30,high,DISA Technologies Inc. (DISA)... has closed a $33 million strategic financing led by Galvanize and supported by BHP Ventures.,research_confirmed_pending_human_validation
transition_485579538322161860e61ac2d960a4bb,Flagright,link.flagright.com,flagright.com,https://www.linkedin.com/company/flagright,8_30_days,series_a,series_a,2026-06-17,12500000,USD,,https://flagright.com,company_newsroom,Flagright,2026-06-17,high,"Today, we're announcing that Flagright has raised a $12.5M Series A, led by Infinity Ventures, with participation from Sella and continued backing from existing investors",research_confirmed_pending_human_validation
transition_48cc0b8fdab4dfc7213f56f0258010dd,SynOx Therapeutics,synoxtherapeutics.com,synoxtherapeutics.com,https://www.linkedin.com/company/synox-therapeutics,3_24_months,series_b,series_b,2024-10-30,92000000,USD,,https://synoxtherapeutics.com/synox-therapeutics-adds-new-investor-and-capital-to-series-b-financing-raising-total-to-92-million-and-doses-first-patients-in-phase-3-trial/,company_newsroom,SynOx Therapeutics,2024-10-30,high,"SynOx Therapeutics Limited today announced that it has raised additional funding in a final close of its Series B financing, bringing the total capital raised in the round to $92 million.",research_confirmed_pending_human_validation
transition_494ab2e40d89da225042193de92d7982,AllScale,allscale.io,allscale.io,https://www.linkedin.com/company/allscaleinc,8_30_days,equity_other,strategic_investment,2026-06-25,,,,https://allscale.io/,company_newsroom,AllScale,2026-06-25,high,"AllScale, a stablecoin payment infrastructure provider connecting traditional finance and the on-chain economy, today announced that it has secured a strategic investment from Animoca Brands.",research_confirmed_pending_human_validation
transition_4958cda43ec437745f940be1dcb22667,Graid Technology Inc.,graidtech.com,graidtech.com,https://www.linkedin.com/company/graid-technology,3_24_months,series_b,Series B,2025-03-04,30000000,USD,,https://graidtech.com/,company_issued_wire,Newswire.com,2025-03-04,high,Graid Technology... today announced the successful closing of its $30 million Series B funding round. The round was led by HH-CTBC Partnership... alongside Yuanta Ventures.,research_confirmed_pending_human_validation
transition_4b8647db3f0acb75d7b5262ddd1832b5,SecurITe,securite.world,securite.world,https://www.linkedin.com/company/securite-group,31_90_days,early,seed,2026-05-27,,EUR,,https://x-tention.com,investor_announcement,x-tention,2026-05-27,high,SecurITe announced the successful closing of a double-digit million-euro seed investment round. The financing was deliberately structured with an independent european financial partner.,research_confirmed_pending_human_validation
transition_4cd1d22acd2888a8ebcc0d62016d8a36,Les Fermes Debout (ex-NeoFarm),lesfermesdebout.fr,lesfermesdebout.fr,https://www.linkedin.com/company/lesfermesdebout,3_24_months,series_b,Series B,2025-06-30,30000000,EUR,30000000,https://famm-group.com/,investor_announcement,F.A.M.M.,2025-06-30,high,Nous sommes fiers de vous annoncer que nous dévoilons aujourd'hui une levée de fonds de 30 millions d'euros avec NEOFARM. Ce financement permettra de lancer la construction de notre première ferme.,research_confirmed_pending_human_validation
transition_4e06fe163ac0e533e491190e576943a6,Arcadia Medicine,arcadiamedicine.com,arcadiamedicine.com,https://www.linkedin.com/company/arcadiamedicine,3_24_months,early,seed,2025-10-06,9250000,USD,,https://www.globenewswire.com/news-release/2025/10/06/Arcadia-Medicine-Announces-FDA-Clearance-of-IND-Application-for-a-Patented-Form-of-MDMA,company_issued_wire,GlobeNewswire,2025-10-06T08:37:00Z,high,"The IND is part of a pattern of progress on multiple fronts. Arcadia has raised $9.25M from investors including Sam Altman, Fred Ehrsam, and Dylan Field.",research_confirmed_pending_human_validation
transition_4f6d9777443e25429171aeb9fab10484,Neo4j Brasil,neo4j.com,neo4j.com,https://www.linkedin.com/company/neo4j-brasil,3_24_months,later_stage,private_equity,2024-11-19,50000000,USD,,https://neo4j.com/press-releases/neo4j-surpasses-200m-in-revenue-accelerates-leadership-in-genai-driven-graph-technology/,company_newsroom,Neo4j,2024-11-19,high,"The company recently secured $50 million in capital from Noteus Partners, a European specialist growth equity investment firm.",research_confirmed_pending_human_validation
transition_5122a5c1e819c132f0e49b96fb4929b1,Rebolt,rebolt.com,rebolt.com,https://www.linkedin.com/company/rebolthq,3_24_months,early,Seed,2025-05-07,3000000,USD,,https://rebolthq.com,company_newsroom,Rebolt,2025-05-07,high,"Rebolt announces a $3M seed round to build AI-powered tools that help plumbers, electricians, landscapers, and contractors win more jobs.",research_confirmed_pending_human_validation
transition_51e3c50715c6f4572153abcecfe88d2e,Thoughtly,thoughtly.com,thoughtly.com,https://www.linkedin.com/company/thoughtly-ai,31_90_days,early,seed,2026-04-22,5500000,USD,,https://thoughtly.com,company_newsroom,Thoughtly,2026-04-22,high,"NEW YORK, April 22, 2026 — Thoughtly, the AI engagement platform to give CRMs a voice, today announced a $5.5 million Seed round...",research_confirmed_pending_human_validation
transition_52013f03314e4e18277c1b5a1d1d11d8,Sorcero,sorcero.com,sorcero.com,https://www.linkedin.com/company/sorcero,3_24_months,series_b,series_b,2025-11-21,42500000,USD,59000000,https://www.prnewswire.com/news-releases/sorcero-secures-42-5m-series-b-financing-led-by-newspring-capital-to-scale-its-ai-platform-accelerate-expansion-across-life-sciences,company_issued_wire,PR Newswire,2025-11-21,high,"Sorcero, the AI-powered intelligence platform for life sciences, today announced $42.5 million in Series B financing led by NewSpring Growth... bringing the company's total capital raised to $59 million.",research_confirmed_pending_human_validation
transition_5293a30907d70a7216d09ed9f3cca234,Singrow Pte Ltd,singrow.com,singrow.com,https://www.linkedin.com/company/singrow,3_24_months,series_a,Series A,2025-08-18,4500000,USD,,https://agfundernews.com,investor_announcement,AgFunderNews,2025-08-18,medium,"Plant genomics and precision agriculture company Singrow has raised $4.5 million in Series A to bring its seedlings, vertical farming, and plant genetics business to new geographies",research_confirmed_pending_human_validation
transition_52f95a39a4a07447d6837cca7b94c23e,Sencillo,sencillo.finance,sencillo.finance,https://www.linkedin.com/company/sencillofinance,3_24_months,early,pre_seed,2025-11-18,350000,GBP,,https://fuel.ventures/news/,investor_announcement,Fuel Ventures,2025-11-18,high,"Sencillo, the new fintech venture... has secured over £350,000 pre-seed funding led by Fuel Ventures.",research_confirmed_pending_human_validation
transition_539d130b2e09bb72f8f55be3fed45e88,SquareMind,squaremind.com,squaremind.com,https://www.linkedin.com/company/squaremind,31_90_days,early,pre-Series A,2026-04-27,18000000,USD,,https://www.businesswire.com/news/home/20260427129819/en/SquareMind-Raises-$18-Million-to-Redefine-Skin-Exams-With-Robotics-and-AI,company_issued_wire,Business Wire,2026-04-27,high,"SquareMind, an AI and robotics company developing solutions for dermatology, today announced $18 million in funding, including previously undisclosed pre-Series A financing. The round was led by Sonder Capital.",research_confirmed_pending_human_validation
transition_54eeef779a68da925e110f3c12680baf,ZYT,zyt.com,zyt.com,https://www.linkedin.com/company/shenzhen-zhuoyu-technology-co-ltd,3_24_months,series_b,strategic_investment,2025-11-21,3600000000,CNY,,,company_newsroom,Zhuoyu Technology,2025-11-21,medium,"Zhuoyu Technology announced on November 21 that it has secured more than 3.6 billion yuan in strategic funding from China FAW Group, lifting the technology company's valuation to over 10 billion yuan.",research_confirmed_pending_human_validation
transition_564ac5a31c1cc953e280091c279c5fc2,Prelude,prelude.so,prelude.so,https://www.linkedin.com/company/prelude-so,31_90_days,series_a,Series A,2026-05-20,20000000,USD,27000000,https://prelude.so,company_newsroom,Prelude,2026-05-20,high,"Today we are excited to announce $20M in Series A funding, led by 20VC... This Series A brings our total funding to $27M.",research_confirmed_pending_human_validation
transition_569a57cb7a7bcd0b43c31b10a9ab2334,Adialante,adialante.com,adialante.com,https://www.linkedin.com/company/adialante,8_30_days,early,,,,,,https://www.ycombinator.com/companies/adialante,investor_announcement,Y Combinator,,medium,"Adialante. P2026. TLDR: Adialante builds compact and mobile whole-body MRIs. We already have $12.75M in LOIs, $30k in deposits, and our first system will be scanning by demo day.",research_confirmed_pending_human_validation
transition_56b25277ea6331a1f5cbade586435e6b,Novel Financial Holdings,novelfh.com,novelfh.com,https://www.linkedin.com/company/novel-financial-holdings,8_30_days,later_stage,private_equity,2026-06-22,,,,https://www.flexpointford.com/novel-financial-holdings-secures-investment-from-flexpoint-ford/,investor_announcement,Flexpoint Ford,2026-06-22,high,"Novel Financial Holdings, Inc. today announced it has received an investment from Flexpoint Ford, a specialist private equity firm, to support Novel's continued expansion.",research_confirmed_pending_human_validation
transition_571c0ba47c285cac1d8f76bc66162a3f,LEXISNEXIS DRAGONS Official Page,cardiffdragons.com,cardiffdragons.com,https://www.linkedin.com/company/dragons-official-page,8_30_days,equity_other,,2026-06-18,,,,https://walesnetball.com/wales-netball-secures-major-new-investment-in-the-dragons-as-ymladd-2030-gathers-pace/,company_newsroom,Wales Netball,2026-06-18,high,"The investment sees Machroes Holdings Limited take a 40% shareholding in the club, bringing new capital into the Dragons to strengthen the club and support its ambitions.",research_confirmed_pending_human_validation
transition_5743d36f3c974bbc309d4c492ff66646,Rowan,rowansci.com,rowansci.co,https://www.linkedin.com/company/rowansci,3_24_months,early,pre_seed,2024-12-09,2100000,USD,,https://rowansci.com,company_newsroom,Rowan,2024-12-09,high,"BOSTON, Dec. 9, 2024 — Rowan, a company building molecular design and simulation tools for scientists, today announced $2.1 million in pre-seed funding.",research_confirmed_pending_human_validation
transition_58e376f25232cf8d058329462896234c,Complyance,complyance.net,complyance.com,https://www.linkedin.com/company/complyance,3_24_months,series_a,series_a,2026-02-11,20000000,USD,,https://www.globenewswire.com/,company_issued_wire,GlobeNewswire,2026-02-11,high,"NEW YORK, Feb. 11, 2026 (GLOBE NEWSWIRE) -- Complyance, the leading AI-native Enterprise GRC platform, today announced a $20 million Series A led by GV (Google Ventures).",research_confirmed_pending_human_validation
transition_597b637d3a1a935ecb6592aa05c9bebd,Siin | سين,siin.shop,siin.shop,https://www.linkedin.com/company/getsiin,31_90_days,early,seed,2026-05-05,,USD,3000000,https://www.zawya.com/en/press-release/companies-news/siin-secures-new-funding,company_issued_wire,Zawya,2026-05-05,high,"Siin, the fastest-growing live shopping marketplace in MENA, today announced new funding, bringing its total capital raised to $3 million. The round was led by VentureSouq and Shift Group",research_confirmed_pending_human_validation
transition_59ce368878cedc9d188ab56afe0466bb,Tinkeso Therapeutics,tinkeso.com,tinkeso.com,https://www.linkedin.com/company/tinkeso-therapeutics,3_24_months,early,seed,2024-09-05,,,,https://www.tinkeso.com/press-release/,company_newsroom,Tinkeso Therapeutics,2024-09-05,high,"""With the funding from IndieBio, we now can start conducting preclinical work on autoimmune diseases with CAR-NKT approach.""",research_confirmed_pending_human_validation
transition_5ab4e451626583099e2defcd37ae7a77,New Energy Transport,newenergy.com.au,newenergy.com.au,https://www.linkedin.com/company/new-energy-transport,8_30_days,early,seed,2026-06-15,5000000,AUD,,https://newenergy.com.au,company_newsroom,New Energy Transport,2026-06-15,high,New Energy Transport (NET) has closed an initial $5 million equity raise to fast-track the electrification of Australian road freight. The round was backed by institutional investor Jekara Group.,research_confirmed_pending_human_validation
transition_5cced19d0dc76db31fb06df19bca817a,Cnuic Technologies,cnuic.com,cnuic.com,https://www.linkedin.com/company/cnuic,31_90_days,early,pre_seed,2026-04-28,3000000,USD,,https://tensor.ventures/,investor_announcement,Tensor Ventures,2026-04-28,high,"Cnuic has raised $3M in a pre-seed round led by Tensor Ventures and Blank Space Ventures, with participation from Silicon Roundabout Ventures, Phasechange, SANDS, and Superlative.",research_confirmed_pending_human_validation
transition_5e2ef3a841ceb87a991ceba1e7a89ce8,ZEROG Aircraft Industry,lzlair.com,lzlair.com,https://www.linkedin.com/company/零重力飞机工业zerog,8_30_days,series_b,Series B,2026-06-17,500000000,CNY,,https://lzlair.com,company_newsroom,ZEROG Aircraft Industry,2026-06-17,high,"零重力飞机工业完成近5亿元新一轮融资 ... ZEROG AIRCRAFT INDUSTRY(HEFEI)CO.,LTD.",research_confirmed_pending_human_validation
transition_60210f5efb20b0e3dfaecbd36489d006,Everlab,everlab.com.au,everlab.com.au,https://www.linkedin.com/company/everlab-health,8_30_days,series_a,series_a,2026-06-16,65000000,AUD,,https://www.businesswire.com,company_issued_wire,Business Wire,2026-06-16,high,"Australian healthtech Everlab has raised AU$65m in Series A funding. The oversubscribed round was led by Airtree Ventures (AU), with participation from global investors including Plural, Left Lane Capital and b2venture.",research_confirmed_pending_human_validation
transition_61f49eade7570e535ef63f2b3b11a13e,Subsense Inc.,subsense-bci.com,subsense-bci.com,https://www.linkedin.com/company/subsense-inc,3_24_months,early,seed,2025-12-11,10000000,USD,27000000,https://www.businesswire.com/,company_issued_wire,Business Wire,2025-12-11,high,"Subsense, Inc., a developer of non-surgical invasive, nanoparticle-based brain-computer interfaces (BCIs), has added $10 million in new capital following positive early breakthroughs, bringing total funding to $27 million.",research_confirmed_pending_human_validation
transition_624fef2466a34e6cab65b38985225815,ZyG,zyg.com,zyg.com,https://www.linkedin.com/company/zyg-edge,31_90_days,series_a,series_a,2026-05-05,60000000,USD,,https://www.prnewswire.com/,company_issued_wire,PR Newswire,2026-05-05,high,"ZyG today announced that it has raised a $60M Series A round led by Accel, with participation from Felix Capital and additional new and existing investors",research_confirmed_pending_human_validation
transition_64902fe1391671064ac1e79e8a54c731,allO,allo.restaurant,allo.restaurant,https://www.linkedin.com/company/allo-restaurant-system,31_90_days,series_a,Series A,2026-05-27,14000000,USD,,https://keenventurepartners.com,investor_announcement,Keen Venture Partners,2026-05-27,high,allO Raises $14M Series A Led by Zigg Capital to Scale the First AI-Native Operating System for Restaurants. Munich-based allO today launches its Reservation and Ordering Agent,research_confirmed_pending_human_validation
transition_65ec49a7348d88c9d493840bc5e60af4,Heka Global,hekaglobal.com,hekaglobal.com,https://www.linkedin.com/company/heka-global,3_24_months,series_a,series_a,2025-07-15,14000000,USD,,https://www.prnewswire.com/news-releases/heka-raises-14m-to-bring-real-time-identity-intelligence-to-financial-institutions-302505695.html,company_issued_wire,PR Newswire,2025-07-15,high,"The $14 million Series A round, led by Windare Ventures with participation by Barclays, Cornèr Banca, and other institutional investors, will accelerate Heka's U.S. expansion",research_confirmed_pending_human_validation
transition_672556dbcde3293263d5c4ea5c7dfea0,PointFive,pointfive.co,pointfive.co,https://www.linkedin.com/company/pointfive-us,31_90_days,series_b,series_b,2026-06-08,60000000,USD,,https://pointfive.co/,company_newsroom,PointFive,2026-06-08,high,"PointFive, the leader in AI and Cloud Efficiency, today announced a $60M Series B led by Accel, with participation from Salesforce Ventures, Entrée Capital, Perpetual Growth, Vesey Ventures, Sheva Ventures and Index Ventures.",research_confirmed_pending_human_validation
transition_676598fa8e83b43780cc2cd4fb8a9c80,Wild Frontiers,wildfrontierstravel.com,wildfrontierstravel.com,https://www.linkedin.com/company/wild-frontiers,8_30_days,later_stage,,2026-06-18,,,,https://www.bgf.co.uk/news/bgf-backs-adventure-travel-specialist-wild-frontiers/,investor_announcement,BGF,2026-06-18,high,"BGF has completed an investment in Wild Frontiers, the award-winning adventure travel company specialising in premium small group and tailor-made tours.",research_confirmed_pending_human_validation
transition_68333ab2fa04a44c83e0ee2f33094101,Sharpei AI,gosharpei.com,gosharpei.com,https://www.linkedin.com/company/sharpei,3_24_months,early,Series A,,,,,https://ship2bventures.com/,investor_announcement,Ship2B Ventures,,medium,"Series A·Climate·2025 · Sharpei. Product-as-a-service platform enabling brands to offer subscriptions, rentals and circular business models.",research_confirmed_pending_human_validation
transition_69389a1bf7ed70c23f75bb19928b7266,WIRobotics Inc.,wirobotics.com,wirobotics.com,https://www.linkedin.com/company/wirobotics,31_90_days,series_b,series_b,2026-05-14,95000000000,KRW,,https://www.prnewswire.com/,company_issued_wire,PR Newswire,2026-05-14,high,Global robotics company WIRobotics... announced that it has completed a KRW 95 billion (approximately USD 68 million) Series B funding round.,research_confirmed_pending_human_validation
transition_6a510f8dd52aa355fc9e240c28fb597e,IADYS,iadys.com,iadys.com,https://www.linkedin.com/company/iadys,3_24_months,series_a,series_a,2024-11-12,11000000,USD,,https://iadys.com/,company_newsroom,IADYS,2024-11-12,high,"IADYS, a French startup specialized in artificial intelligence and robotics for environmental purposes near Marseille, has raised 11 million USD to further develop its robotic products",research_confirmed_pending_human_validation
transition_6ab9ec659072bd9dc494d57dd2b43f62,Coris Holding,coris-holding.com,coris-holding.com,https://www.linkedin.com/company/coris-holding,3_24_months,later_stage,private_equity,2025-10-29,100000000,EUR,,https://www.fmo.nl/news,investor_announcement,FMO (Dutch entrepreneurial development bank),2025-10-29,high,Mediterrania Capital Partners (MCP)... is pleased to announce a €100-million coinvestment in Coris Holding... executed alongside European Development Finance Institutions (DFIs) — FMO...,research_confirmed_pending_human_validation
transition_6b13ead975b375c79e57c719d9c9d107,AquaVerse,aquaversegroup.com,aquaversegroup.com,https://www.linkedin.com/company/aquaversegroup,8_30_days,later_stage,private_equity,2026-07-01,,,,https://www.prnewswire.com/news-releases/balance-point-capital-advisors-announces-investment-in-aquaverse-302187654.html,company_issued_wire,PR Newswire,2026-07-01,high,"Balance Point Capital Advisors, LLC... is pleased to announce its investment in AquaVerse... Balance Point provided debt and equity capital to support multiple acquisitions.",research_confirmed_pending_human_validation
transition_6c311bb10cf5528f661abebfd0ece7e8,Oolka,oolka.ai,oolka.ai,https://www.linkedin.com/company/oolka,31_90_days,series_a,series_a,,,,,https://www.accel.com/portfolio/oolka,investor_announcement,Accel,,medium,AI-powered credit management app. Founders: Utkrishta Kuma. Initial Investment: series a in 2026. Partners: Sarthak Singh,research_confirmed_pending_human_validation
transition_6d0d21d5e97ffcb4a796711da59977d4,Heartstone Farm,heartstonefarm.com,heartstonefarm.com,https://www.linkedin.com/company/heartstone-farm-maine,8_30_days,equity_other,equity_crowdfunding,2026-06-17,792985,USD,,https://www.sec.gov/Archives/edgar/data/2033917/000203391726000006/0002033917-26-000006-index.htm,regulatory_filing,SEC,2026-06-17,medium,"Form C-U - Progress Update: SEC Accession No. 0002033917-26-000006. Filing Date: 2026-06-17. Heartstone Farm, Inc.",research_confirmed_pending_human_validation
transition_6fc678a658e3181bc1412764f38479b8,Simplifyance™,simplifyance.com,simplifyance.com,https://www.linkedin.com/company/simplifyance,3_24_months,series_a,,2025-04-08,2304660,USD,,https://www.sec.gov/Archives/edgar/data/1970914/000197091425000001/0001970914-25-000001-index.htm,regulatory_filing,U.S. Securities and Exchange Commission,2025-04-08,medium,"Notice of Exempt Offering of Securities for Simplifyance Inc. Filed on April 8, 2025, indicating an equity offering with $2,304,660 sold.",research_confirmed_pending_human_validation
transition_70fe61c9d559c85128026c870a841f48,Zaimo.ai,lp.zaimo.ai,lp.zaimo.ai,https://www.linkedin.com/company/zaimo,31_90_days,early,Seed,2025-02-05,640000,USD,,https://zaimo.ai,company_newsroom,Zaimo Inc.,2025-02-05,high,"TOKYO – February 5, 2025 – Zaimo Inc. ... today announced it has successfully closed a seed funding round of approximately $640K USD. The round was co-led by Delight Ventures and DEEPCORE",research_confirmed_pending_human_validation
transition_71e1e18a330d1c44c45045f91502586b,Archera,archera.ai,archera.ai,https://www.linkedin.com/company/archera-ai,3_24_months,series_b,series_b,2024-07-25,17000000,USD,,https://www.prnewswire.com/news-releases/archera-announces-series-b-funding-and-100-million-reinsurance-and-lending-capacity-to-transform-cloud-purchasing-and-management-302206253.html,company_issued_wire,PR Newswire,2024-07-25,high,"Archera, a leading provider of cloud purchasing and management solutions, announced today closing a $17 million Series B round accompanied by access to over $100 million in reinsurance capacity.",research_confirmed_pending_human_validation
transition_7231b5fc61676915f2a4310df136462b,Eradivir,eradivir.com,eradivir.com,https://www.linkedin.com/company/eradivir,3_24_months,equity_other,,2025-10-07,10000000,USD,30000000,https://www.businesswire.com/news/home/20251007000000/en/Eradivir-Secures-10-Million-in-Private-Financing,company_issued_wire,Business Wire,2025-10-07,high,Eradivir Inc... today announced the recent closing of a $10 million private financing round. We've minimized dilution by raising our first $30 million in milestone-based tranches.,research_confirmed_pending_human_validation
transition_723b3efb14d244c2bdaad83d4111b394,FUDI Protein,fudiprotein.com,fudiprotein.com,https://www.linkedin.com/company/fudiprotein,31_90_days,early,early-stage,2026-04-30,,,,https://www.prnewswire.com/news-releases/,company_issued_wire,PR Newswire,2026-04-30T00:00:00Z,high,"Global plant-based ingredient supplier Green Boy Group has led an early-stage investment in Fudi Protein, further cementing its position as the market leader in plant-based proteins.",research_confirmed_pending_human_validation
transition_72e01cec2c4e0ebaff1bcc6e53a0fab6,Keychain,keychain.com,keychain.com,https://www.linkedin.com/company/keychainhq,3_24_months,series_b,series_b,2025-08-19,30000000,USD,68000000,https://www.prnewswire.com/news-releases/keychain-raises-30-million-series-b-and-launches-keychainos-an-ai-operating-system-set-to-power-the-future-of-cpg-manufacturing-302224856.html,company_issued_wire,PR Newswire,2025-08-19,medium,"Keychain, the AI-powered manufacturing platform for the consumer packaged goods industry, today announced a $30 million Series B funding round... This brings Keychain's total funding to $68 million",research_confirmed_pending_human_validation
transition_73fe0067b1d3a8560c9b3c9572ccfb99,General Aviation,generalaviation.com,generalaviation.com,https://www.linkedin.com/company/general-aviation-company,8_30_days,early,,,,,,https://www.ycombinator.com/companies/general-aviation,investor_announcement,Y Combinator,,medium,"Fix ATC by connecting aircraft to the internet. Founded in 2026 by Ben Frank, General Aviation has 0 employees based in San Francisco... Batch: Spring 2026.",research_confirmed_pending_human_validation
transition_76e44a2161e9a4bf8561cfb6cf210b83,Feedplan,feedplan.com,feedplan.com,https://www.linkedin.com/company/feedplan,3_24_months,early,pre_seed,2024-07-18,,,,https://a16z.com/meet-the-talent-x-opportunity-fall-2024-cohort/,investor_announcement,Andreessen Horowitz,2024-07-18,medium,"We are excited to announce TxO's Fall 2024 cohort... Win Feigle (Feedplan)... Motivated by a mission to reduce consumer reliance on delivery services, he launched Feedplan...",research_confirmed_pending_human_validation
transition_771fc56c50f6ca172b82c1767176bb7f,Deep Cogito,deepcogito.com,deepcogito.com,https://www.linkedin.com/company/deep-cogito,3_24_months,series_a,series_a,2026-04-08,40000000,USD,,https://www.sec.gov/edgar/searchedgar/companysearch,regulatory_filing,Securities and Exchange Commission,2026-04-08,medium,"SEC Form D filed April 8, 2026 by Deep Cogito Inc. indicates an equity offering of $40.0M, listing Eric Vishria as Director.",research_confirmed_pending_human_validation
transition_775502141fb06dd27c3379122e34dad9,アイラト株式会社,airato.jp,airato.jp,https://www.linkedin.com/company/アイラト株式会社,3_24_months,early,Pre-Series A,2025-10-31,170000000,JPY,750000000,https://prtimes.jp/main/html/searchrlp/company_id/119113,company_issued_wire,アイラト株式会社,2025-10-31,high,アイラト株式会社は、プレシリーズAの2ndクローズにて1.7億円の資金調達を完了したことを発表いたします。創業以来の累計資金調達額は7.5億円となりました。,research_confirmed_pending_human_validation
transition_77d579ba8adaa7d35af251ca5f7461fe,Biographica,graphica.bio,graphica.bio,https://www.linkedin.com/company/biographica-ltd,3_24_months,early,seed,2026-01-07,7000000,GBP,,https://graphica.bio/,company_newsroom,Biographica,2026-01-07,medium,"Biographica, a London-based AI startup... today announced a £7 million funding round led by Faber VC. The investment will accelerate the creation of climate-resilient, productive and nutritious crops",research_confirmed_pending_human_validation
